"province","date","confirmed","deaths","recovered","tested","ICU","hospital","population","Lat","Long","confirmed_dailyAvg7","confirmed_1M","deaths_dailyAvg7","deaths_1M","caseFatality","recovered_dailyAvg7","recovered_1M","tested_daily","tested_1M"
"Saskatchewan",2020-05-03,433,6,305,31572,3,14,1168423,52.9399,-106.4509,11.4285714285714,370.584967943972,0.285714285714286,5.13512657659084,1.38568129330254,2.42857142857143,261.035600976701,727,27021.036046021
"Yukon",2020-05-03,11,0,11,1023,0,0,40369,64.2823,-135,0,272.486313755605,0,0,0,0.428571428571429,272.486313755605,4,25341.2271792712
"Canada",2020-05-03,60309,3768,24921,932540,502,2961,37949851,56.130367,-106.346771,1779.85714285714,1589.17619992764,156.857142857143,99.2889273794514,6.24782370790429,1083.85714285714,656.682420176037,29148,24572.9555038306
"Alberta",2020-05-04,5836,104,2942,164722,20,93,4345737,53.9333,-116.5765,163.571428571429,1342.92526215921,4.14285714285714,23.9314988458805,1.78204249485949,182.571428571429,676.985284659426,3477,37904.2726239531
"British Columbia",2020-05-04,2224,117,1417,96517,20,77,5020302,53.7267,-127.6476,32.2857142857143,443.001237774142,2,23.3053708721109,5.26079136690647,32.4285714285714,282.253936117787,7847,19225.3374398592
"Manitoba",2020-05-04,280,6,238,27446,0,5,1360396,53.7609,-98.8139,1.14285714285714,205.822422294685,0,4.41048047774325,2.14285714285714,4.71428571428571,174.949058950482,640,20175.0078653568
"New Brunswick",2020-05-04,118,0,118,15585,0,0,772094,46.5653,-66.4619,0,152.831131960616,0,0,0,0.857142857142857,152.831131960616,219,20185.366030561
"Newfoundland and Labrador",2020-05-04,259,3,233,8961,2,6,523790,53.1355,-57.6604,0.142857142857143,494.472975810917,0,5.72748620630405,1.15830115830116,1.71428571428571,444.834762022948,128,17108.0012982302
"Nova Scotia",2020-05-04,985,38,638,31426,2,6,965382,44.682,-63.7443,12.1428571428571,1020.32148931718,2,39.3626564406629,3.85786802030457,18.4285714285714,660.878284451129,510,32552.9168764282
"Northwest Territories",2020-05-04,5,0,5,1850,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0,112.112650791515,0,41481.6807928607
"Ontario",2020-05-04,18950,1426,12505,342060,225,984,14446515,51.2538,-85.3232,442,1311.73504474955,60.5714285714286,98.708927377987,7.52506596306069,568.571428571429,865.606687841324,14555,23677.6828183129
"Prince Edward Island",2020-05-04,27,0,25,3387,0,0,154748,46.5107,-63.4168,0.142857142857143,174.477214568201,0,0,0,0.142857142857143,161.552976452038,262,21887.1972497221
"Quebec",2020-05-04,32617,2280,7578,240000,218,1772,8433301,52.9399,-73.5491,1092.57142857143,3867.64328701181,97.2857142857143,270.356767771007,6.99021982401815,294.428571428571,898.580520249425,4371,28458.6071337902
"Repatriated",2020-05-04,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-05-04,467,6,307,32334,3,14,1168423,52.9399,-106.4509,14.5714285714286,399.684018544654,0.142857142857143,5.13512657659084,1.2847965738758,2.71428571428571,262.747309835565,762,27673.197121248
"Yukon",2020-05-04,11,0,11,1028,0,0,40369,64.2823,-135,0,272.486313755605,0,0,0,0.428571428571429,272.486313755605,5,25465.0845946147
"Canada",2020-05-04,61792,3980,26030,965316,490,2957,37949851,56.130367,-106.346771,1758.57142857143,1628.25408721631,166.142857142857,104.875247072775,6.44096323148628,1107,685.905196307622,32776,25436.6216088701
"Alberta",2020-05-05,5893,106,3219,167015,20,93,4345737,53.9333,-116.5765,149,1356.04156441128,3.71428571428571,24.391719977532,1.79874427286611,202.714285714286,740.725911393165,2293,38431.9161513916
"British Columbia",2020-05-05,2232,121,1472,98199,21,78,5020302,53.7267,-127.6476,25.5714285714286,444.594767406423,2.28571428571429,24.1021356882514,5.42114695340502,34.4285714285714,293.20945233972,1682,19560.3770450463
"Manitoba",2020-05-05,281,7,238,27775,0,4,1360396,53.7609,-98.8139,1.28571428571429,206.557502374309,0.142857142857143,5.14556055736712,2.49110320284698,4.14285714285714,174.949058950482,329,20416.8492115531
"New Brunswick",2020-05-05,119,0,118,15756,0,0,772094,46.5653,-66.4619,0.142857142857143,154.126311045028,0,0,0,0.571428571428571,152.831131960616,171,20406.8416539955
"Newfoundland and Labrador",2020-05-05,259,3,241,9139,2,6,523790,53.1355,-57.6604,0.142857142857143,494.472975810917,0,5.72748620630405,1.15830115830116,2.71428571428571,460.108058573092,178,17447.8321464709
"Nova Scotia",2020-05-05,991,41,652,31975,2,6,965382,44.682,-63.7443,10.8571428571429,1026.53664559729,2,42.4702345807152,4.1372351160444,18.5714285714286,675.380315771373,549,33121.6036760578
"Northwest Territories",2020-05-05,5,0,5,1874,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0,112.112650791515,24,42019.8215166599
"Ontario",2020-05-05,19330,1485,12779,352714,223,1043,14446515,51.2538,-85.3232,430.857142857143,1338.03896649123,62.1428571428571,102.792957332616,7.68235902741852,545,884.573199834008,10654,24415.1617189336
"Prince Edward Island",2020-05-05,27,0,25,3387,0,0,154748,46.5107,-63.4168,0,174.477214568201,0,0,0,0.142857142857143,161.552976452038,0,21887.1972497221
"Quebec",2020-05-05,33412,2398,7923,244077,218,1821,8433301,52.9399,-73.5491,1095.14285714286,3961.91242314249,102.285714285714,284.348916278454,7.17706213336526,297.428571428571,939.489768004249,4077,28942.0477224755
"Repatriated",2020-05-05,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-05-05,487,6,310,32921,4,13,1168423,52.9399,-106.4509,17.2857142857143,416.80110713329,0.142857142857143,5.13512657659084,1.23203285420945,2.71428571428571,265.31487312386,587,28175.5836713245
"Yukon",2020-05-05,11,0,11,1041,0,0,40369,64.2823,-135,0,272.486313755605,0,0,0,0.428571428571429,272.486313755605,13,25787.1138745077
"Canada",2020-05-05,63060,4167,27006,985873,490,3064,37949851,56.130367,-106.346771,1730.28571428571,1661.66660311789,172.714285714286,109.80280265132,6.60799238820171,1108.85714285714,711.623347348584,20557,25978.3101651703
"Alberta",2020-05-06,5963,112,3552,170509,19,88,4345737,53.9333,-116.5765,114,1372.14930401909,3.57142857142857,25.7723833724866,1.8782492034211,228.428571428571,817.352729813148,3494,39235.9224683868
"British Columbia",2020-05-06,2255,124,1494,100093,19,74,5020302,53.7267,-127.6476,24,449.176165099231,2.14285714285714,24.6997093003568,5.49889135254989,27,297.591658828493,1894,19937.6451854888
"Manitoba",2020-05-06,283,7,242,28294,0,5,1360396,53.7609,-98.8139,1.42857142857143,208.027662533556,0.142857142857143,5.14556055736712,2.47349823321555,4.14285714285714,177.889379268978,519,20798.3557728779
"New Brunswick",2020-05-06,120,0,118,16246,0,0,772094,46.5653,-66.4619,0.285714285714286,155.42149012944,0,0,0,0.571428571428571,152.831131960616,490,21041.4794053574
"Newfoundland and Labrador",2020-05-06,259,3,244,9296,2,6,523790,53.1355,-57.6604,0.142857142857143,494.472975810917,0,5.72748620630405,1.15830115830116,2.71428571428571,465.835544779396,157,17747.5705912675
"Nova Scotia",2020-05-06,998,41,661,32539,2,5,965382,44.682,-63.7443,9,1033.78766125741,1.85714285714286,42.4702345807152,4.10821643286573,18.8571428571429,684.70305019153,564,33705.8283663876
"Northwest Territories",2020-05-06,5,0,5,1898,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0,112.112650791515,24,42557.9622404592
"Ontario",2020-05-06,19779,1544,13222,365675,219,1032,14446515,51.2538,-85.3232,428.857142857143,1369.11912665442,58.7142857142857,106.876987287245,7.80625916375954,515.714285714286,915.238034917072,12961,25312.3331128649
"Prince Edward Island",2020-05-06,27,0,26,3611,0,0,154748,46.5107,-63.4168,0,174.477214568201,0,0,0,0.285714285714286,168.01509551012,224,23334.7119187324
"Quebec",2020-05-06,34322,2510,8284,256171,213,1840,8433301,52.9399,-73.5491,1104.71428571429,4069.81797519145,107,297.629599607556,7.31309364256162,319.428571428571,982.296256234658,12094,30376.124366959
"Repatriated",2020-05-06,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-05-06,512,6,312,33591,4,13,1168423,52.9399,-106.4509,18.4285714285714,438.197467869085,0,5.13512657659084,1.171875,3,267.026581982724,670,28749.0061390438
"Yukon",2020-05-06,11,0,11,1054,0,0,40369,64.2823,-135,0,272.486313755605,0,0,0,0.428571428571429,272.486313755605,13,26109.1431544007
"Canada",2020-05-06,64547,4347,28184,1018977,478,3063,37949851,56.130367,-106.346771,1700.85714285714,1700.84989266493,173.428571428571,114.545904277727,6.73462748075046,1120.57142857143,742.664312436958,33104,26850.6192553958
"Alberta",2020-05-07,6017,114,3809,174327,18,89,4345737,53.9333,-116.5765,94.5714285714286,1384.57527457368,3.57142857142857,26.2326045041382,1.89463187635034,235.428571428571,876.491145230372,3818,40114.4846087096
"British Columbia",2020-05-07,2286,126,1512,102710,20,76,5020302,53.7267,-127.6476,24.8571428571429,455.35109242432,2.14285714285714,25.0980917084271,5.51181102362205,27.1428571428571,301.177100501125,2617,20458.9285664488
"Manitoba",2020-05-07,283,7,243,28810,0,5,1360396,53.7609,-98.8139,1.14285714285714,208.027662533556,0.142857142857143,5.14556055736712,2.47349823321555,3.28571428571429,178.624459348601,516,21177.6570939638
"New Brunswick",2020-05-07,120,0,118,16625,0,0,772094,46.5653,-66.4619,0.285714285714286,155.42149012944,0,0,0,0.571428571428571,152.831131960616,379,21532.3522783495
"Newfoundland and Labrador",2020-05-07,261,3,244,9458,2,6,523790,53.1355,-57.6604,0.428571428571429,498.291299948453,0,5.72748620630405,1.14942528735632,2.71428571428571,465.835544779396,162,18056.8548464079
"Nova Scotia",2020-05-07,1007,44,708,33296,2,5,965382,44.682,-63.7443,8.57142857142857,1043.11039567757,2.28571428571429,45.5778127207675,4.36941410129096,23.2857142857143,733.38844105235,757,34489.9739170608
"Northwest Territories",2020-05-07,5,0,5,1912,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0,112.112650791515,14,42871.8776626755
"Ontario",2020-05-07,20261,1591,13569,380854,220,1033,14446515,51.2538,-85.3232,441.857142857143,1402.48357475834,59.2857142857143,110.130367081611,7.85252455456295,480.571428571429,939.257668718026,15179,26363.0363447517
"Prince Edward Island",2020-05-07,27,0,26,3611,0,0,154748,46.5107,-63.4168,0,174.477214568201,0,0,0,0.285714285714286,168.01509551012,0,23334.7119187324
"Quebec",2020-05-07,35237,2631,8673,266109,224,1836,8433301,52.9399,-73.5491,1100,4178.31641488902,110.285714285714,311.977480704175,7.46658342083605,339.142857142857,1028.42291529734,9938,31554.5478573574
"Repatriated",2020-05-07,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-05-07,531,6,329,34261,4,12,1168423,52.9399,-106.4509,20.2857142857143,454.458702028289,0,5.13512657659084,1.12994350282486,4.85714285714286,281.576107283064,670,29322.4286067631
"Yukon",2020-05-07,11,0,11,1065,0,0,40369,64.2823,-135,0,272.486313755605,0,0,0,0.285714285714286,272.486313755605,11,26381.6294681563
"Canada",2020-05-07,66059,4522,29260,1053038,490,3062,37949851,56.130367,-106.346771,1692,1740.69194632675,177.714285714286,119.157253081178,6.84539578255802,1117.57142857143,771.017519937035,34061,27748.1458359349
"Alberta",2020-05-08,6098,115,4020,177559,17,80,4345737,53.9333,-116.5765,75,1403.21423040557,3.28571428571429,26.462715069964,1.88586421777632,237.285714285714,925.04447461961,3232,40858.2019574585
"British Columbia",2020-05-08,2315,127,1579,104994,20,73,5020302,53.7267,-127.6476,24.2857142857143,461.127637341339,2.14285714285714,25.2972829124622,5.48596112311015,31.7142857142857,314.522911171479,2284,20913.881276465
"Manitoba",2020-05-08,284,7,247,29343,0,5,1360396,53.7609,-98.8139,0.714285714285714,208.76274261318,0.142857142857143,5.14556055736712,2.46478873239437,1.71428571428571,181.564779667097,533,21569.4547764033
"New Brunswick",2020-05-08,120,0,118,17029,0,0,772094,46.5653,-66.4619,0.285714285714286,155.42149012944,0,0,0,0.285714285714286,152.831131960616,404,22055.604628452
"Newfoundland and Labrador",2020-05-08,261,3,244,9592,2,6,523790,53.1355,-57.6604,0.285714285714286,498.291299948453,0,5.72748620630405,1.14942528735632,2,465.835544779396,134,18312.6825636228
"Nova Scotia",2020-05-08,1008,46,722,33843,2,5,965382,44.682,-63.7443,7,1044.14625505758,2.42857142857143,47.6495314808024,4.56349206349206,18.5714285714286,747.890472372594,547,35056.5889979304
"Northwest Territories",2020-05-08,5,0,5,1923,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0,112.112650791515,11,43118.5254944168
"Ontario",2020-05-08,20692,1648,13990,397149,213,1028,14446515,51.2538,-85.3232,424.571428571429,1432.31775968114,58.7142857142857,114.075955342863,7.96443069785424,452.142857142857,968.39964517394,16295,27490.9900415429
"Prince Edward Island",2020-05-08,27,0,27,3816,0,0,154748,46.5107,-63.4168,0,174.477214568201,0,0,0,0.428571428571429,174.477214568201,205,24659.4463256391
"Quebec",2020-05-08,36150,2725,8928,272463,207,1827,8433301,52.9399,-73.5491,1071.85714285714,4286.57769952715,100.428571428571,323.123768498243,7.53803596127248,318.285714285714,1058.660185377,6354,32307.9894812245
"Repatriated",2020-05-08,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-05-08,544,6,335,35176,4,19,1168423,52.9399,-106.4509,18.4285714285714,465.584809610903,0,5.13512657659084,1.10294117647059,5.42857142857143,286.711233859655,915,30105.5354096932
"Yukon",2020-05-08,11,0,11,1075,0,0,40369,64.2823,-135,0,272.486313755605,0,0,0,0,272.486313755605,10,26629.3442988432
"Canada",2020-05-08,67528,4677,30239,1083962,465,3043,37949851,56.130367,-106.346771,1622.42857142857,1779.40092571114,167.142857142857,123.241590592806,6.92601587489634,1067.85714285714,796.81472267177,30924,28563.0106953516
"Alberta",2020-05-09,6157,116,4204,181107,15,74,4345737,53.9333,-116.5765,69.7142857142857,1416.79075378929,3.14285714285714,26.6928256357897,1.88403443235342,238.571428571429,967.384818731552,3548,41674.6342450084
"British Columbia",2020-05-09,2330,129,1659,104994,21,69,5020302,53.7267,-127.6476,22.7142857142857,464.115505401866,2.14285714285714,25.6956653205325,5.53648068669528,40.4285714285714,330.45820749429,0,20913.881276465
"Manitoba",2020-05-09,284,7,247,30014,0,4,1360396,53.7609,-98.8139,0.714285714285714,208.76274261318,0.142857142857143,5.14556055736712,2.46478873239437,1.57142857142857,181.564779667097,671,22062.693509831
"New Brunswick",2020-05-09,120,0,118,17426,0,0,772094,46.5653,-66.4619,0.285714285714286,155.42149012944,0,0,0,0,152.831131960616,397,22569.7907249635
"Newfoundland and Labrador",2020-05-09,261,3,244,9700,2,6,523790,53.1355,-57.6604,0.285714285714286,498.291299948453,0,5.72748620630405,1.14942528735632,1.85714285714286,465.835544779396,108,18518.8720670498
"Nova Scotia",2020-05-09,1011,47,743,34201,2,7,965382,44.682,-63.7443,6.85714285714286,1047.25383319764,2.28571428571429,48.6853908608199,4.648862512364,19.1428571428571,769.643519352961,358,35427.4266559766
"Northwest Territories",2020-05-09,5,0,5,1934,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0,112.112650791515,11,43365.1733261581
"Ontario",2020-05-09,21012,1708,14383,416376,203,1016,14446515,51.2538,-85.3232,407.714285714286,1454.4684306215,63.4285714285714,118.229206144181,8.1286883685513,427.571428571428,995.603437922572,19227,28821.8992608252
"Prince Edward Island",2020-05-09,27,0,27,3816,0,0,154748,46.5107,-63.4168,0,174.477214568201,0,0,0,0.428571428571429,174.477214568201,0,24659.4463256391
"Quebec",2020-05-09,36986,2786,9268,283081,205,1835,8433301,52.9399,-73.5491,1047.28571428571,4385.70851437652,92.8571428571428,330.356997811414,7.53257989509544,329,1098.9765454832,10618,33567.0456918353
"Repatriated",2020-05-09,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-05-09,553,6,340,36117,5,15,1168423,52.9399,-106.4509,18.8571428571429,473.287499475789,0,5.13512657659084,1.08499095840868,5.42857142857143,290.990506006814,941,30910.8944277886
"Yukon",2020-05-09,11,0,11,1082,0,0,40369,64.2823,-135,0,272.486313755605,0,0,0,0,272.486313755605,7,26802.744680324
"Canada",2020-05-09,68770,4802,31262,1119848,453,3026,37949851,56.130367,-106.346771,1574.42857142857,1812.12832693335,164,126.5354111667,6.9826959429984,1064,823.771350248516,35886,29508.6270562696
"Alberta",2020-05-10,6253,117,4389,185293,13,71,4345737,53.9333,-116.5765,70.1428571428571,1438.88136810856,3.14285714285714,26.9229362016155,1.87110187110187,239.428571428571,1009.95527340932,4186,42637.8770735551
"British Columbia",2020-05-10,2330,129,1659,104994,21,69,5020302,53.7267,-127.6476,22.7142857142857,464.115505401866,2.14285714285714,25.6956653205325,5.53648068669528,40.4285714285714,330.45820749429,0,20913.881276465
"Manitoba",2020-05-10,287,7,247,30647,1,4,1360396,53.7609,-98.8139,1,210.967982852052,0.142857142857143,5.14556055736712,2.4390243902439,1.42857142857143,181.564779667097,633,22527.9992002329
"New Brunswick",2020-05-10,120,0,118,17772,0,0,772094,46.5653,-66.4619,0.285714285714286,155.42149012944,0,0,0,0,152.831131960616,346,23017.9226881701
"Newfoundland and Labrador",2020-05-10,261,3,244,9821,2,6,523790,53.1355,-57.6604,0.285714285714286,498.291299948453,0,5.72748620630405,1.14942528735632,1.71428571428571,465.835544779396,121,18749.8806773707
"Nova Scotia",2020-05-10,1018,47,749,34597,3,9,965382,44.682,-63.7443,6.71428571428571,1054.50484885776,1.42857142857143,48.6853908608199,4.61689587426326,17.8571428571429,775.858675633065,396,35837.6269704635
"Northwest Territories",2020-05-10,5,0,5,1934,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0,112.112650791515,0,43365.1733261581
"Ontario",2020-05-10,21327,1726,14772,433994,195,961,14446515,51.2538,-85.3232,418,1476.27299732842,60.5714285714286,119.475181384576,8.09302761757397,395.285714285714,1022.53034728445,17618,30041.4321377855
"Prince Edward Island",2020-05-10,27,0,27,3816,0,0,154748,46.5107,-63.4168,0,174.477214568201,0,0,0,0.428571428571429,174.477214568201,0,24659.4463256391
"Quebec",2020-05-10,37721,2928,9526,285003,199,1831,8433301,52.9399,-73.5491,837.571428571429,4472.86299872375,103.285714285714,347.19500703224,7.76225444712494,324,1129.56954815202,1922,33794.951703965
"Repatriated",2020-05-10,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-05-10,564,6,349,36860,4,12,1168423,52.9399,-106.4509,18.7142857142857,482.701898199539,0,5.13512657659084,1.06382978723404,6.28571428571428,298.693195871701,743,31546.7942688564
"Yukon",2020-05-10,11,0,11,1088,0,0,40369,64.2823,-135,0,272.486313755605,0,0,0,0,272.486313755605,6,26951.3735787362
"Canada",2020-05-10,69937,4963,32109,1145819,438,2963,37949851,56.130367,-106.346771,1375.42857142857,1842.87943581122,170.714285714286,130.777852065875,7.09638674807327,1026.85714285714,846.09027845722,25971,30192.9775692663
